Date,Time_st,Transect,Bearing,Secchi,Depth_st,Taxon_name,Family,Common_family,Consumer_group,Lw_a,Lw_b,Length_conversion_factor,Number,Size_TL_cm,Length_conv,Biomass_g,num_m^2,g_m^2
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Parupeneus barberinus,Mullidae,Goatfish,SECONDARY,0.01,3.12,0.9,1,27,24.3,277.21,6.67E-03,1.84
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chaetodon lunulatus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.98,1,2,4,4,3.73,0.01,0.02
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chaetodon auriga,Chaetodontidae,Butterflyfish,SECONDARY,0.04,2.82,1,2,20,20,387.77,0.01,2.58
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Stethojulis bandanensis,Labridae,Wrasse,PLANKTIVORE,0.03,2.58,1,1,3,3,0.51,6.67E-03,3.45E-03
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Plagiotremus ewaensis,Blenniidae,Blenny,SECONDARY,1.80E-03,3.58,0.95,1,10,9.5,5.7,6.67E-03,0.03
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,52,4,3.44,51.45,0.34,0.34
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Ostracion cubicus,Ostraciidae,Boxfish,PRIMARY,0.12,2.51,1,1,8,8,24.28,6.67E-03,0.16
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,9,4,4,15.81,0.06,0.1
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,26,25.22,468.92,6.67E-03,3.12
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,3,3,0.75,6.67E-03,5.01E-03
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,28,26.88,375.88,6.67E-03,2.5
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,29,27.84,417.23,6.67E-03,2.78
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,32,32,716.21,6.67E-03,4.77
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,35,35,934.54,6.67E-03,6.23
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,27,27,432.46,6.67E-03,2.88
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,4,4,3.78,0.01,0.02
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,5,4,4,7.45,0.03,0.04
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,10,3,2.88,9.79,0.06,0.06
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,27,26.19,531.49,6.67E-03,3.54
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,28,27.16,599.67,6.67E-03,3.99
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,26,21.84,293.2,6.67E-03,1.95
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,2,2,0.22,6.67E-03,1.52E-03
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Abudefduf septemfasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3.15,0.93,1,18,16.74,212.19,6.67E-03,1.41
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,2,3,2.58,0.84,0.01,5.61E-03
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,4,6,6,25.57,0.02,0.17
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,6,6,4.68,6.67E-03,0.03
9/26/2023, 14:46:00,REIwind03B,130,10.8,1.1,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,28,28,481.77,6.67E-03,3.21
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,3,12,11.16,70.44,0.02,0.46
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,3,28,28,1445.33,0.02,9.63
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,30,28.8,461.5,6.67E-03,3.07
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,35,33.6,729.95,6.67E-03,4.86
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,40,38.4,1085.88,6.67E-03,7.23
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,28,26.88,375.88,6.67E-03,2.5
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,6,6,4.68,6.67E-03,0.03
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,1,26,26,257.64,6.67E-03,1.71
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,3,4,4,3.65,0.02,0.02
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,5,4.7,8.1,0.01,0.05
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,7,5,4.3,13.44,0.04,0.08
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,4,3.44,0.98,6.67E-03,6.60E-03
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,5,5,2.24,6.67E-03,0.01
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,5,5,5.42,0.01,0.03
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Thalassoma purpureum,Labridae,Wrasse,SECONDARY,0.02,3,1,1,22,22,275.78,6.67E-03,1.83
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,4,4,4,7.02,0.02,0.04
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,3,5,5,10.18,0.02,0.06
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,3,3,0.75,6.67E-03,5.01E-03
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,7,7,10.15,6.67E-03,0.06
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Valenciennea strigata,Gobiidae,Goby,SECONDARY,9.29E-03,3.04,1,1,6,6,2.17,6.67E-03,0.01
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Valenciennea strigata,Gobiidae,Goby,SECONDARY,9.29E-03,3.04,1,2,7,7,6.96,0.01,0.04
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,4,4,1.38,6.67E-03,9.26E-03
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,8,20,18.2,1341.08,0.05,8.94
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,8,5,5,23.13,0.05,0.15
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,28,27.16,599.67,6.67E-03,3.99
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,2,15,13.65,144.45,0.01,0.96
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,4,3.64,1.31,6.67E-03,8.80E-03
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,30,27.3,580.51,6.67E-03,3.87
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,3,3,1.11,0.01,7.40E-03
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,18,16.38,121.39,6.67E-03,0.8
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,27,27,432.46,6.67E-03,2.88
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,1,16,13.92,72.14,6.67E-03,0.48
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,1,17,14.79,84.3,6.67E-03,0.56
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Chaetodon ulietensis,Chaetodontidae,Butterflyfish,SECONDARY,0.03,2.87,1,1,16,16,89.97,6.67E-03,0.59
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Parupeneus barberinus,Mullidae,Goatfish,SECONDARY,0.01,3.12,0.9,1,30,27,385.2,6.67E-03,2.56
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,1,20,20,115.31,6.67E-03,0.76
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,2,10,9.3,27.28,0.01,0.18
9/26/2023, 16:16:00,REIlee03B,180,13.4,1.5,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,25,22.75,332.08,6.67E-03,2.21
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Pseudocheilinus hexataenia,Labridae,Wrasse,SECONDARY,0.01,3,1,1,3,3,0.45,6.67E-03,3.01E-03
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,6,6,12.78,0.01,0.08
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,1,2,1.82,0.19,6.67E-03,1.33E-03
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,2,4,3.64,2.97,0.01,0.01
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,10,3,2.73,6.45,0.06,0.04
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,4,4,3.84,9.26,0.02,0.06
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,3,2,1.92,0.87,0.02,5.83E-03
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,10,3,2.88,9.79,0.06,0.06
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,7,6.58,11.15,6.67E-03,0.07
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,4,3.76,2.06,6.67E-03,0.01
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,4,3.44,0.98,6.67E-03,6.60E-03
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,4,4,2.43,0.01,0.01
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,5,4.65,1.73,6.67E-03,0.01
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,2,4,3.72,1.78,0.01,0.01
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Labroides dimidiatus,Labridae,Wrasse,SECONDARY,5.85E-03,3.23,1,1,8,8,4.84,6.67E-03,0.03
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Chaetodon ulietensis,Chaetodontidae,Butterflyfish,SECONDARY,0.03,2.87,1,1,16,16,89.97,6.67E-03,0.59
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,17,15.47,101.89,6.67E-03,0.67
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,14,12.74,58.61,6.67E-03,0.39
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,14,14,61.51,6.67E-03,0.41
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,2,5,5,5.78,0.01,0.03
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,3,4,4,4.47,0.02,0.02
9/22/2023, 15:04:00,ONElee01B,230,5.4,1.5,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,5,4.7,4.05,6.67E-03,0.02
9/22/2023, 15:34:00,ONElee02D,230,9.6,1,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,6,6,4.68,6.67E-03,0.03
9/22/2023, 15:34:00,ONElee02D,230,9.6,1,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,1,5,4.55,2.83,6.67E-03,0.01
9/22/2023, 15:34:00,ONElee02D,230,9.6,1,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,4,4,1.21,6.67E-03,8.13E-03
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,27,25.92,337.34,6.67E-03,2.24
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Thalassoma purpureum,Labridae,Wrasse,SECONDARY,0.02,3,1,1,27,27,509.78,6.67E-03,3.39
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,5,4.65,1.73,6.67E-03,0.01
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,9,8.37,9.97,6.67E-03,0.06
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,6,6,3.69,6.67E-03,0.02
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,4,4,1.21,6.67E-03,8.13E-03
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Chaetodon auriga,Chaetodontidae,Butterflyfish,SECONDARY,0.04,2.82,1,2,18,18,287.81,0.01,1.91
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,4,28,23.52,1483.13,0.02,9.88
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Pseudocheilinus hexataenia,Labridae,Wrasse,SECONDARY,0.01,3,1,1,4,4,1.06,6.67E-03,7.13E-03
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,26,25.22,468.92,6.67E-03,3.12
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Epinephelus merra,Serranidae,Grouper,PISCIVORE,0.01,2.96,1,1,22,22,152,6.67E-03,1.01
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Apogon angustatus,Apogonidae,Cardinalfish,PLANKTIVORE,4.93E-03,3.78,0.94,1,10,9.4,23.51,6.67E-03,0.15
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,3,4,4,4.16,0.02,0.02
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,8,5,4.8,36.09,0.05,0.24
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,6,6,9.37,0.01,0.06
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,40,3,2.73,25.8,0.26,0.17
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,40,2,1.82,7.96,0.26,0.05
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,24,23.28,359.53,6.67E-03,2.39
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,2,4,3.84,4.63,0.01,0.03
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,2,3,2.88,1.95,0.01,0.01
9/22/2023, 15:58:00,ONElee03E,230,9.5,1,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,22,18.48,172.72,6.67E-03,1.15
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,4,3.76,2.06,6.67E-03,0.01
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,2,4,3.44,1.97,0.01,0.01
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,2,30,25.2,922.71,0.01,6.15
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,3,3,1.17,0.01,7.81E-03
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,5,4.7,4.05,6.67E-03,0.02
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,1,16,16,105.63,6.67E-03,0.7
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,7,7,10.15,6.67E-03,0.06
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,2,28,23.52,741.56,0.01,4.94
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,6,6,6.39,6.67E-03,0.04
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,6,4,4,7.31,0.04,0.04
9/22/2023, 16:22:00,ONElee04B,230,11.2,0.7,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,3,2,2,0.52,0.02,3.47E-03
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,7,4,3.44,6.92,0.04,0.04
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,2,2,0.34,0.01,2.31E-03
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,3,4,4,4.16,0.02,0.02
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,7,3,2.58,2.94,0.04,0.01
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,3,3,0.58,6.67E-03,3.91E-03
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,2,14,14,123.03,0.01,0.82
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Chaetodon auriga,Chaetodontidae,Butterflyfish,SECONDARY,0.04,2.82,1,2,17,17,244.83,0.01,1.63
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,20,20,142.45,6.67E-03,0.94
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,2,15,13.65,144.45,0.01,0.96
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,32,30.72,559.16,6.67E-03,3.72
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,35,33.6,729.95,6.67E-03,4.86
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,28,27.16,599.67,6.67E-03,3.99
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,10,9.3,13.64,6.67E-03,0.09
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Epinephelus merra,Serranidae,Grouper,PISCIVORE,0.01,2.96,1,1,17,17,70.74,6.67E-03,0.47
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,4,10,10,90.6,0.02,0.6
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,5,5,5,14.46,0.03,0.09
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,2,30,25.2,922.71,0.01,6.15
9/22/2023, 16:40:00,ONElee05D,230,11.6,0.8,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,35,29.4,751.8,6.67E-03,5.01
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,12,11.16,23.48,6.67E-03,0.15
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,10,10,59.2,0.01,0.39
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Pomacentrus coelestis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.63,1,4,4,4,5.67,0.02,0.03
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,7,5,4.8,31.57,0.04,0.21
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Apogon angustatus,Apogonidae,Cardinalfish,PLANKTIVORE,4.93E-03,3.78,0.94,1,8,7.52,10.11,6.67E-03,0.06
